9914,Public Service Aide-Admin
9916,Public Svc Aide-Public Works
9922,PS Aide to Prof
9924,PS Aide Health Services
9989,Executive Contract Employee
AB44,"Cfdntal Chf Atty 2,(Cvl&Crmnl)"
AC35,Bd/Comm Secretary 3
AC38,"Assistant Superintendent, Rec"
AC43,Grants Associate
H  1,Fire Rescue Paramedic
H  2,Firefighter
H  3,Firefighter/Paramedic
H  4,"Insp, Fire Dept"
H  6,"Invstgtor,Fire Dept"
H 10,Incident Support Specialist
H 20,"Lieutenant, Fire Suppression"
H 22,"Lieut,Fire Prev"
H 24,"Lieut,Fire Invstgtn"
H 28,"Lieut, Division of Training"
H 30,"Captain, (Fire Department)"
H 32,"Capt,Fire Prev or Fire Invsgtn"
H 33,EMS Captain
H 39,"Captain, Division of Training"
H 40,"Battlion Chief, Fire Suppressi"
H 43,EMS Section Chief
H 50,Asst Chf of Dept (Fire Dept)
H 51,Assistant Deputy Chief 2
H 53,Emergency Medical Svcs Chief
H110,Marine Engineer of Fire Boats
H120,Pilot of Fire Boats
P103,Special Nurse
Q  4,Police Officer 3
Q 52,Sergeant 3
Q 62,Lieutenant 3
Q 63,Director of Forensic Services
Q 82,Captain 3
Q 90,Director of Police Psychology
TEMPM,Temporary Position
TEMPN,Temporary Position
